run_id,category,report,configuration,code_observed,missing_reason,production_code_lines,production_code_tokens,run_total_tokens,run_cost_usd,code_token_share_of_run,source_path
pest-character-class-coalescing-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,codex-cli-medium,True,,470,3525,2826083,2.64767,0.001247309,debug/report-deepswe-v1.1-gpt56-sol-local-r01/pest-character-class-coalescing/codex-cli/pest-character-class-coalescing-codex-cli-run-01/metadata/contracts/harness-report.json
quill-shared-toolbar-focus-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,codex-cli-medium,True,,269,1982,4559322,4.186404,0.000434714,debug/report-deepswe-v1.1-gpt56-sol-local-r01/quill-shared-toolbar-focus/codex-cli/quill-shared-toolbar-focus-codex-cli-run-01/metadata/contracts/harness-report.json
testem-per-launcher-reports-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,codex-cli-medium,True,,295,2156,5548668,3.719179,0.000388562,debug/report-deepswe-v1.1-gpt56-sol-local-r01/testem-per-launcher-reports/codex-cli/testem-per-launcher-reports-codex-cli-run-01/metadata/contracts/harness-report.json
wasmi-trap-coredumps-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,codex-cli-medium,True,,872,7237,11952108,8.408107,0.0006055,debug/report-deepswe-v1.1-gpt56-sol-local-r01/wasmi-trap-coredumps/codex-cli/wasmi-trap-coredumps-codex-cli-run-01/metadata/contracts/harness-report.json
yaegi-go-embed-directives-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,codex-cli-medium,True,,316,2332,7285272,5.333263,0.000320098,debug/report-deepswe-v1.1-gpt56-sol-local-r01/yaegi-go-embed-directives/codex-cli/yaegi-go-embed-directives-codex-cli-run-01/metadata/contracts/harness-report.json
yjs-map-conflict-detection-codex-cli-run-01,debug,report-deepswe-v1.1-gpt56-sol-local-r01,codex-cli-medium,True,,266,2265,5148530,3.467139,0.000439931,debug/report-deepswe-v1.1-gpt56-sol-local-r01/yjs-map-conflict-detection/codex-cli/yjs-map-conflict-detection-codex-cli-run-01/metadata/contracts/harness-report.json
abs-stepped-slices-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,252,2364,3015701,2.714305,0.000783897,debug/report-deepswe-v1.1-gpt56-sol-local-r02/abs-stepped-slices/codex-cli/abs-stepped-slices-codex-cli-run-02/metadata/contracts/harness-report.json
actionlint-action-pinning-lint-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,353,2831,4049472,3.717652,0.000699103,debug/report-deepswe-v1.1-gpt56-sol-local-r02/actionlint-action-pinning-lint/codex-cli/actionlint-action-pinning-lint-codex-cli-run-02/metadata/contracts/harness-report.json
awilix-async-container-initialization-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,401,2471,6063450,4.570975,0.000407524,debug/report-deepswe-v1.1-gpt56-sol-local-r02/awilix-async-container-initialization/codex-cli/awilix-async-container-initialization-codex-cli-run-02/metadata/contracts/harness-report.json
bandit-incremental-cache-control-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,476,3217,4939486,4.35445,0.000651282,debug/report-deepswe-v1.1-gpt56-sol-local-r02/bandit-incremental-cache-control/codex-cli/bandit-incremental-cache-control-codex-cli-run-02/metadata/contracts/harness-report.json
boa-hierarchical-evaluation-cancellation-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,385,2682,7718253,5.715205,0.000347488,debug/report-deepswe-v1.1-gpt56-sol-local-r02/boa-hierarchical-evaluation-cancellation/codex-cli/boa-hierarchical-evaluation-cancellation-codex-cli-run-02/metadata/contracts/harness-report.json
csstree-shorthand-expansion-compression-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,890,6053,3959710,3.352025,0.001528647,debug/report-deepswe-v1.1-gpt56-sol-local-r02/csstree-shorthand-expansion-compression/codex-cli/csstree-shorthand-expansion-compression-codex-cli-run-02/metadata/contracts/harness-report.json
dasel-html-document-format-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,732,5096,3015320,2.884289,0.001690036,debug/report-deepswe-v1.1-gpt56-sol-local-r02/dasel-html-document-format/codex-cli/dasel-html-document-format-codex-cli-run-02/metadata/contracts/harness-report.json
dynamodb-toolbox-conditional-attribute-requirements-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,430,3762,7508818,5.770682,0.000501011,debug/report-deepswe-v1.1-gpt56-sol-local-r02/dynamodb-toolbox-conditional-attribute-requirements/codex-cli/dynamodb-toolbox-conditional-attribute-requirements-codex-cli-run-02/metadata/contracts/harness-report.json
fd-deterministic-multi-key-sorting-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,397,2871,3314048,2.883235,0.000866312,debug/report-deepswe-v1.1-gpt56-sol-local-r02/fd-deterministic-multi-key-sorting/codex-cli/fd-deterministic-multi-key-sorting-codex-cli-run-02/metadata/contracts/harness-report.json
happy-dom-abort-pending-body-reads-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,73,663,4287152,3.491555,0.000154648,debug/report-deepswe-v1.1-gpt56-sol-local-r02/happy-dom-abort-pending-body-reads/codex-cli/happy-dom-abort-pending-body-reads-codex-cli-run-02/metadata/contracts/harness-report.json
katex-multicolumn-array-spans-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,227,2030,9113004,5.885282,0.000222759,debug/report-deepswe-v1.1-gpt56-sol-local-r02/katex-multicolumn-array-spans/codex-cli/katex-multicolumn-array-spans-codex-cli-run-02/metadata/contracts/harness-report.json
langchain-request-coalescing-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,692,4641,4305632,3.570544,0.001077891,debug/report-deepswe-v1.1-gpt56-sol-local-r02/langchain-request-coalescing/codex-cli/langchain-request-coalescing-codex-cli-run-02/metadata/contracts/harness-report.json
narwhals-rolling-window-suite-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,515,3825,4087158,3.361587,0.000935858,debug/report-deepswe-v1.1-gpt56-sol-local-r02/narwhals-rolling-window-suite/codex-cli/narwhals-rolling-window-suite-codex-cli-run-02/metadata/contracts/harness-report.json
numba-stencil-boundary-modes-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,173,1774,4865069,3.833619,0.00036464,debug/report-deepswe-v1.1-gpt56-sol-local-r02/numba-stencil-boundary-modes/codex-cli/numba-stencil-boundary-modes-codex-cli-run-02/metadata/contracts/harness-report.json
pest-character-class-coalescing-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,402,3313,5062398,4.050552,0.000654433,debug/report-deepswe-v1.1-gpt56-sol-local-r02/pest-character-class-coalescing/codex-cli/pest-character-class-coalescing-codex-cli-run-02/metadata/contracts/harness-report.json
quill-shared-toolbar-focus-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,267,1896,5454852,4.182417,0.00034758,debug/report-deepswe-v1.1-gpt56-sol-local-r02/quill-shared-toolbar-focus/codex-cli/quill-shared-toolbar-focus-codex-cli-run-02/metadata/contracts/harness-report.json
testem-per-launcher-reports-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,302,2106,6499942,4.87237,0.000324003,debug/report-deepswe-v1.1-gpt56-sol-local-r02/testem-per-launcher-reports/codex-cli/testem-per-launcher-reports-codex-cli-run-02/metadata/contracts/harness-report.json
wasmi-trap-coredumps-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,645,4725,12473035,8.494638,0.000378817,debug/report-deepswe-v1.1-gpt56-sol-local-r02/wasmi-trap-coredumps/codex-cli/wasmi-trap-coredumps-codex-cli-run-02/metadata/contracts/harness-report.json
yaegi-go-embed-directives-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,244,1764,7485423,5.596126,0.000235658,debug/report-deepswe-v1.1-gpt56-sol-local-r02/yaegi-go-embed-directives/codex-cli/yaegi-go-embed-directives-codex-cli-run-02/metadata/contracts/harness-report.json
yjs-map-conflict-detection-codex-cli-run-02,debug,report-deepswe-v1.1-gpt56-sol-local-r02,codex-cli-medium,True,,348,2789,5643773,4.211466,0.000494173,debug/report-deepswe-v1.1-gpt56-sol-local-r02/yjs-map-conflict-detection/codex-cli/yjs-map-conflict-detection-codex-cli-run-02/metadata/contracts/harness-report.json
abs-stepped-slices-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,272,2515,2486167,1.872161,0.001011597,debug/report-deepswe-v1.1-gpt56-sol-local-r03/abs-stepped-slices/codex-cli/abs-stepped-slices-codex-cli-run-03/metadata/contracts/harness-report.json
actionlint-action-pinning-lint-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,352,2928,4387677,3.783729,0.000667324,debug/report-deepswe-v1.1-gpt56-sol-local-r03/actionlint-action-pinning-lint/codex-cli/actionlint-action-pinning-lint-codex-cli-run-03/metadata/contracts/harness-report.json
awilix-async-container-initialization-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,336,2092,5430954,4.194985,0.000385199,debug/report-deepswe-v1.1-gpt56-sol-local-r03/awilix-async-container-initialization/codex-cli/awilix-async-container-initialization-codex-cli-run-03/metadata/contracts/harness-report.json
bandit-incremental-cache-control-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,573,3721,4564226,3.628838,0.000815253,debug/report-deepswe-v1.1-gpt56-sol-local-r03/bandit-incremental-cache-control/codex-cli/bandit-incremental-cache-control-codex-cli-run-03/metadata/contracts/harness-report.json
boa-hierarchical-evaluation-cancellation-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,579,4174,6694949,5.202768,0.000623455,debug/report-deepswe-v1.1-gpt56-sol-local-r03/boa-hierarchical-evaluation-cancellation/codex-cli/boa-hierarchical-evaluation-cancellation-codex-cli-run-03/metadata/contracts/harness-report.json
csstree-shorthand-expansion-compression-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,811,5742,2850802,2.671685,0.00201417,debug/report-deepswe-v1.1-gpt56-sol-local-r03/csstree-shorthand-expansion-compression/codex-cli/csstree-shorthand-expansion-compression-codex-cli-run-03/metadata/contracts/harness-report.json
dasel-html-document-format-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,792,5235,2356456,2.403248,0.002221556,debug/report-deepswe-v1.1-gpt56-sol-local-r03/dasel-html-document-format/codex-cli/dasel-html-document-format-codex-cli-run-03/metadata/contracts/harness-report.json
dynamodb-toolbox-conditional-attribute-requirements-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,626,5120,11555462,8.37123,0.000443081,debug/report-deepswe-v1.1-gpt56-sol-local-r03/dynamodb-toolbox-conditional-attribute-requirements/codex-cli/dynamodb-toolbox-conditional-attribute-requirements-codex-cli-run-03/metadata/contracts/harness-report.json
fd-deterministic-multi-key-sorting-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,409,2846,3826294,3.206,0.000743801,debug/report-deepswe-v1.1-gpt56-sol-local-r03/fd-deterministic-multi-key-sorting/codex-cli/fd-deterministic-multi-key-sorting-codex-cli-run-03/metadata/contracts/harness-report.json
happy-dom-abort-pending-body-reads-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,89,802,5182206,4.06718,0.00015476,debug/report-deepswe-v1.1-gpt56-sol-local-r03/happy-dom-abort-pending-body-reads/codex-cli/happy-dom-abort-pending-body-reads-codex-cli-run-03/metadata/contracts/harness-report.json
katex-multicolumn-array-spans-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,237,1776,5221811,3.968292,0.000340112,debug/report-deepswe-v1.1-gpt56-sol-local-r03/katex-multicolumn-array-spans/codex-cli/katex-multicolumn-array-spans-codex-cli-run-03/metadata/contracts/harness-report.json
langchain-request-coalescing-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,721,5069,3710917,3.423171,0.00136597,debug/report-deepswe-v1.1-gpt56-sol-local-r03/langchain-request-coalescing/codex-cli/langchain-request-coalescing-codex-cli-run-03/metadata/contracts/harness-report.json
narwhals-rolling-window-suite-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,578,4154,6843403,4.65358,0.000607008,debug/report-deepswe-v1.1-gpt56-sol-local-r03/narwhals-rolling-window-suite/codex-cli/narwhals-rolling-window-suite-codex-cli-run-03/metadata/contracts/harness-report.json
numba-stencil-boundary-modes-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,189,1723,5169604,4.003448,0.000333294,debug/report-deepswe-v1.1-gpt56-sol-local-r03/numba-stencil-boundary-modes/codex-cli/numba-stencil-boundary-modes-codex-cli-run-03/metadata/contracts/harness-report.json
pest-character-class-coalescing-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,534,4364,6514071,5.534975,0.000669934,debug/report-deepswe-v1.1-gpt56-sol-local-r03/pest-character-class-coalescing/codex-cli/pest-character-class-coalescing-codex-cli-run-03/metadata/contracts/harness-report.json
quill-shared-toolbar-focus-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,325,2235,5344668,4.140203,0.000418174,debug/report-deepswe-v1.1-gpt56-sol-local-r03/quill-shared-toolbar-focus/codex-cli/quill-shared-toolbar-focus-codex-cli-run-03/metadata/contracts/harness-report.json
testem-per-launcher-reports-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,346,2352,4274926,3.513099,0.000550185,debug/report-deepswe-v1.1-gpt56-sol-local-r03/testem-per-launcher-reports/codex-cli/testem-per-launcher-reports-codex-cli-run-03/metadata/contracts/harness-report.json
wasmi-trap-coredumps-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,747,5630,11690637,8.228582,0.000481582,debug/report-deepswe-v1.1-gpt56-sol-local-r03/wasmi-trap-coredumps/codex-cli/wasmi-trap-coredumps-codex-cli-run-03/metadata/contracts/harness-report.json
yaegi-go-embed-directives-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,382,2909,6032276,4.445763,0.000482239,debug/report-deepswe-v1.1-gpt56-sol-local-r03/yaegi-go-embed-directives/codex-cli/yaegi-go-embed-directives-codex-cli-run-03/metadata/contracts/harness-report.json
yjs-map-conflict-detection-codex-cli-run-03,debug,report-deepswe-v1.1-gpt56-sol-local-r03,codex-cli-medium,True,,368,3063,4668408,3.466174,0.000656112,debug/report-deepswe-v1.1-gpt56-sol-local-r03/yjs-map-conflict-detection/codex-cli/yjs-map-conflict-detection-codex-cli-run-03/metadata/contracts/harness-report.json
eza-codex-cli-gpt56-sol-run-01,rewrite,report-20260710-gpt56-sol,codex-cli-medium,True,,1156,9897,10116591,8.025218,0.000978294,rewrite/report-20260710-gpt56-sol/eza/codex-cli/eza-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
eza-codex-cli-gpt56-sol-run-02,rewrite,report-20260710-gpt56-sol,codex-cli-medium,True,,822,7143,3585296,3.536878,0.001992304,rewrite/report-20260710-gpt56-sol/eza/codex-cli/eza-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
nushell-codex-cli-gpt56-sol-run-01,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,unrecoverable-untracked-source,,,1804292,1.964034,,rewrite/report-20260710-gpt56-sol/nushell/codex-cli/nushell-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
nushell-codex-cli-gpt56-sol-run-02,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,unrecoverable-untracked-source,,,3127167,2.795336,,rewrite/report-20260710-gpt56-sol/nushell/codex-cli/nushell-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-01,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,archived-evaluator-source-lines,684,,3004399,3.262383,,rewrite/report-20260710-gpt56-sol/prompt-gallery-tanstack-fullstack-rebuild/codex-cli/prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-02,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,archived-evaluator-source-lines,1673,,13183595,10.322721,,rewrite/report-20260710-gpt56-sol/prompt-gallery-tanstack-fullstack-rebuild/codex-cli/prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
xsv-codex-cli-gpt56-sol-run-01,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,unrecoverable-untracked-source,,,2453602,2.57331,,rewrite/report-20260710-gpt56-sol/xsv/codex-cli/xsv-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
xsv-codex-cli-gpt56-sol-run-02,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,unrecoverable-untracked-source,,,5869357,5.28456,,rewrite/report-20260710-gpt56-sol/xsv/codex-cli/xsv-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
zip-password-finder-codex-cli-gpt56-sol-run-01,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,unrecoverable-untracked-source,,,2971500,3.107855,,rewrite/report-20260710-gpt56-sol/zip-password-finder/codex-cli/zip-password-finder-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
zip-password-finder-codex-cli-gpt56-sol-run-02,rewrite,report-20260710-gpt56-sol,codex-cli-medium,False,unrecoverable-untracked-source,,,2863611,2.785908,,rewrite/report-20260710-gpt56-sol/zip-password-finder/codex-cli/zip-password-finder-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
eza-codex-cli-gpt56-sol-run-01,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,1176,15652,4894647,4.139647,0.003197779,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/eza/codex-cli/eza-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
eza-codex-cli-gpt56-sol-run-02,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,816,8881,8425925,6.424245,0.001054009,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/eza/codex-cli/eza-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
nushell-codex-cli-gpt56-sol-run-01,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,936,11709,2579818,3.017507,0.004538692,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/nushell/codex-cli/nushell-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
nushell-codex-cli-gpt56-sol-run-02,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,1061,11739,2464623,2.7532,0.004763,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/nushell/codex-cli/nushell-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-01,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,False,archived-evaluator-source-lines,1309,,11175543,8.901439,,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/prompt-gallery-tanstack-fullstack-rebuild/codex-cli/prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-02,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,False,archived-evaluator-source-lines,1085,,19598637,13.700424,,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/prompt-gallery-tanstack-fullstack-rebuild/codex-cli/prompt-gallery-tanstack-fullstack-rebuild-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
xsv-codex-cli-gpt56-sol-run-01,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,954,9280,5347242,4.482351,0.001735474,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/xsv/codex-cli/xsv-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
xsv-codex-cli-gpt56-sol-run-02,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,667,7564,5324994,4.473266,0.001420471,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/xsv/codex-cli/xsv-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
zip-password-finder-codex-cli-gpt56-sol-run-01,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,678,6117,1644132,1.865012,0.003720504,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/zip-password-finder/codex-cli/zip-password-finder-codex-cli-gpt56-sol-run-01/metadata/contracts/harness-report.json
zip-password-finder-codex-cli-gpt56-sol-run-02,rewrite,report-20260714-codex-cli-0.144.1-gpt56-sol-high,codex-cli-high,True,,612,6747,1892915,2.273588,0.003564344,rewrite/report-20260714-codex-cli-0.144.1-gpt56-sol-high/zip-password-finder/codex-cli/zip-password-finder-codex-cli-gpt56-sol-run-02/metadata/contracts/harness-report.json
